"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006836","GO:0006836","neurotransmitter transport","13/456","206/18888",0.0631067961165049,2.61394992335207,3.66344488804123,0.0015492725485933,0.166232757240956,0.158585565571513,"MEF2C/CDK5/RIMS2/SNCG/ABCC8/ICA1/SV2A/PPFIA3/BRSK1/ERC2/SLC17A6/BRAF/SNCA",13
"GO:0010720","GO:0010720","positive regulation of cell development","22/456","454/18888",0.0484581497797357,2.00718757245537,3.41669469933856,0.00164269662198966,0.166261827955247,0.158613298948159,"XRCC5/KRAS/PLXNA2/DBN1/ACTL6B/CXCR4/MAP3K13/RAB21/ROR2/RPTOR/PLXNA3/EPHB2/SEMA4D/QKI/NUMBL/HDAC2/NAP1L1/MALT1/BRAF/TRIB1/ID2/EFNA5",22
"GO:0009746","GO:0009746","response to hexose","13/456","208/18888",0.0625,2.58881578947368,3.62405232326269,0.00168878873797591,0.166261827955247,0.158613298948159,"UCP2/TCF7L2/SLC39A14/ADCY5/ABCC8/RPTOR/NDUFAF2/DYNLL1/PCK2/EIF2B2/NEUROD1/ACVR2B/EFNA5",13
"GO:0023061","GO:0023061","signal release","23/456","487/18888",0.0472279260780287,1.95623041175835,3.36266807207329,0.00181187128548747,0.166261827955247,0.158613298948159,"MEF2C/CDK5/RIMS2/UCP2/TCF7L2/SNCG/ADCY5/ABCC8/SV2A/NDUFAF2/DYNLL1/PPFIA3/BRSK1/ERC2/PCK2/BRAF/NEUROD1/EXOC3L1/SIRT3/WLS/ACVR2B/EFNA5/SNCA",23
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","11/456","161/18888",0.0683229813664596,2.83000980712651,3.66783618344061,0.00187231876378545,0.166261827955247,0.158613298948159,"UCP2/SLC39A14/ADCY5/ABCC8/RPTOR/NDUFAF2/DYNLL1/PCK2/NEUROD1/MAP2K3/EFNA5",11
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic","9/456","115/18888",0.0782608695652174,3.241647597254,3.79251319268407,0.00189418281864212,0.166261827955247,0.158613298948159,"MEF2C/CDK5/RIMS2/TMEM25/CELF4/DLG4/SYNE1/ZMYND8/SNCA",9
"GO:0009314","GO:0009314","response to radiation","21/456","431/18888",0.0487238979118329,2.01819513982171,3.36330907614827,0.00194486328172818,0.166261827955247,0.158613298948159,"XRCC5/CLK2/DDHD2/RIC8A/KRAS/CDK5/PTPRK/MFAP4/CCDC66/ABCC8/TIMP1/RHBDD1/BRSK1/CEP250/RHNO1/BRAF/CRTC1/SYNE1/ID2/PCNA/FBXL17",21
"GO:0030100","GO:0030100","regulation of endocytosis","16/456","291/18888",0.0549828178694158,2.27744619280159,3.45418302748923,0.00199190490948333,0.166261827955247,0.158613298948159,"BMP2K/RAB4B/SNX9/LRSAM1/ARRB1/CSK/DGKD/RAB21/CD47/ITGAV/DLG4/CDC42/SYNE1/PICALM/ANKFY1/SNCA",16
"GO:0090394","GO:0090394","negative regulation of excitatory postsynaptic potential","3/456","11/18888",0.272727272727273,11.2966507177033,5.37283515589227,0.0019962628233796,0.166261827955247,0.158613298948159,"TMEM25/CELF4/SYNE1",3
"GO:0042594","GO:0042594","response to starvation","13/456","212/18888",0.0613207547169811,2.53997020854022,3.54663093431185,0.00199911083738406,0.166261827955247,0.158613298948159,"RRAGA/RALB/UCP2/GABARAP/RRAGC/RPTOR/SLC38A3/HSPA5/TBC1D7/PCK2/WDR59/JMY/YWHAZ",13
"GO:0009743","GO:0009743","response to carbohydrate","14/456","239/18888",0.0585774058577406,2.42633781105483,3.4903682686213,0.00209291404240866,0.166261827955247,0.158613298948159,"UCP2/TCF7L2/SLC39A14/ADCY5/ABCC8/RPTOR/NDUFAF2/DYNLL1/PCK2/EIF2B2/NEUROD1/MAP2K3/ACVR2B/EFNA5",14
"GO:0031669","GO:0031669","cellular response to nutrient levels","14/456","239/18888",0.0585774058577406,2.42633781105483,3.4903682686213,0.00209291404240866,0.166261827955247,0.158613298948159,"RRAGA/RALB/UCP2/GABARAP/RRAGC/RPTOR/SLC38A3/HSPA5/NCOA1/TBC1D7/GDAP1/WDR59/JMY/YWHAZ",14
"GO:0006887","GO:0006887","exocytosis","18/456","348/18888",0.0517241379310345,2.14246823956443,3.38342515045207,0.00210919538008897,0.166261827955247,0.158613298948159,"TSPAN18/RALB/CDK5/RIMS2/RAB21/SYNGR1/SCRN1/SV2A/PPFIA3/EXOC2/ERC2/BRAF/EXOC3L1/PTGDS/NSF/SNCA/SPHK2/TMEM167A",18
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","23/456","493/18888",0.0466531440162272,1.93242233372478,3.29961987995571,0.00211699806254667,0.166261827955247,0.158613298948159,"KRAS/MEF2C/DBN1/CDK5/RIMS2/DLGAP4/SNCG/TMEM25/ROR2/SYNGR1/PRNP/NGFR/EPHB2/PPFIA3/BRSK1/ERC2/CELF4/DLG4/BRAF/FBXO2/SYNE1/ZMYND8/SNCA",23
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","23/456","494/18888",0.0465587044534413,1.92851054762412,3.28919715222865,0.00217188225416304,0.166261827955247,0.158613298948159,"KRAS/MEF2C/DBN1/CDK5/RIMS2/DLGAP4/SNCG/TMEM25/ROR2/SYNGR1/PRNP/NGFR/EPHB2/PPFIA3/BRSK1/ERC2/CELF4/DLG4/BRAF/FBXO2/SYNE1/ZMYND8/SNCA",23
"GO:0061178","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","6/456","56/18888",0.107142857142857,4.43796992481203,4.05252352441086,0.00224181061044224,0.166261827955247,0.158613298948159,"UCP2/ADCY5/ABCC8/NDUFAF2/DYNLL1/EFNA5",6
"GO:0060996","GO:0060996","dendritic spine development","8/456","96/18888",0.0833333333333333,3.45175438596491,3.78794579902716,0.00225387100873111,0.166261827955247,0.158613298948159,"MEF2C/DBN1/CDK5/EPHB2/DLG4/HDAC2/CDC42/ZMYND8",8
"GO:0034284","GO:0034284","response to monosaccharide","13/456","215/18888",0.0604651162790698,2.50452876376989,3.48971818862113,0.00226149589662049,0.166261827955247,0.158613298948159,"UCP2/TCF7L2/SLC39A14/ADCY5/ABCC8/RPTOR/NDUFAF2/DYNLL1/PCK2/EIF2B2/NEUROD1/ACVR2B/EFNA5",13
"GO:0031111","GO:0031111","negative regulation of microtubule polymerization or depolymerization","5/456","39/18888",0.128205128205128,5.31039136302294,4.23821057458133,0.00234818974547584,0.16682228096621,0.159147969485993,"ARHGEF7/TAOK1/TUBB4A/ATXN7/SNCA",5
"GO:0001678","GO:0001678","intracellular glucose homeostasis","11/456","166/18888",0.0662650602409639,2.74476854787571,3.55134960834933,0.00238125797919353,0.16682228096621,0.159147969485993,"UCP2/SLC39A14/ADCY5/ABCC8/NGFR/RPTOR/NDUFAF2/DYNLL1/PCK2/NEUROD1/EFNA5",11
"GO:0048675","GO:0048675","axon extension","9/456","119/18888",0.0756302521008403,3.13268465280849,3.67077054226158,0.00239518136399848,0.16682228096621,0.159147969485993,"CDK5/MAP3K13/OLFM1/RAB21/PLXNA3/SEMA4D/LHX2/NDN/TTL",9
"GO:0007632","GO:0007632","visual behavior","6/456","57/18888",0.105263157894737,4.3601108033241,3.99606014067863,0.0024554825244083,0.168073545205189,0.160341671920528,"DDHD2/RIC8A/KRAS/CDK5/ABCC8/BRAF",6
"GO:0043087","GO:0043087","regulation of GTPase activity","16/456","298/18888",0.0536912751677852,2.22394913458142,3.34972756705994,0.00252676292024428,0.170021165989319,0.162199696468134,"PLXNA2/SNX9/GPSM1/ARHGEF7/ARHGAP25/ARHGEF26/RGS10/VAV2/PLXNA3/SEMA4D/RAPGEF5/TBC1D7/ADAP1/PICALM/EFNA5/AGAP3",16
"GO:0090153","GO:0090153","regulation of sphingolipid biosynthetic process","3/456","12/18888",0.25,10.3552631578947,5.09881585687684,0.00261425751150012,0.17014102165009,0.162314038418938,"ORMDL3/SIRT3/SPHK2",3
"GO:2000303","GO:2000303","regulation of ceramide biosynthetic process","3/456","12/18888",0.25,10.3552631578947,5.09881585687684,0.00261425751150012,0.17014102165009,0.162314038418938,"ORMDL3/SIRT3/SPHK2",3
"GO:0071333","GO:0071333","cellular response to glucose stimulus","10/456","145/18888",0.0689655172413793,2.85662431941924,3.52993057526058,0.00277340008331312,0.177587069850856,0.16941754668524,"UCP2/SLC39A14/ADCY5/ABCC8/RPTOR/NDUFAF2/DYNLL1/PCK2/NEUROD1/EFNA5",10
"GO:0048863","GO:0048863","stem cell differentiation","14/456","248/18888",0.0564516129032258,2.33828522920204,3.33679289159915,0.00293197734885657,0.1825114364257,0.174115378035176,"XRCC5/CDK12/MEF2C/NRG1/SLC4A11/MTA2/FZD1/ITCH/SEMA4D/SMYD5/HDAC2/CDC42/PHF19/FBXL17",14
"GO:0033674","GO:0033674","positive regulation of kinase activity","16/456","303/18888",0.0528052805280528,2.18725030397777,3.27687595482874,0.00297780807968964,0.1825114364257,0.174115378035176,"XRCC5/RALB/SNX9/NRG1/DAXX/MAP3K13/DDR1/ROR2/PRNP/TAOK2/MMD/ETAA1/DLG4/MALT1/MAP2K3/SNCA",16
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","19/456","389/18888",0.0488431876606684,2.02313624678663,3.20709500828781,0.00304722182426483,0.1825114364257,0.174115378035176,"HERC2/WDR26/ZFAND2A/UCHL5/GABARAP/ARRB1/FBXO9/KCTD17/FBXO48/FBXL4/ITCH/BAG6/ANAPC5/PSMA7/FBXO2/TRIB1/UBXN1/AGAP3/FBXL17",19
"GO:1902115","GO:1902115","regulation of organelle assembly","13/456","223/18888",0.0582959641255605,2.41468019825348,3.34252288674111,0.00310229188709972,0.1825114364257,0.174115378035176,"CNOT6L/CHMP3/GSN/MARK4/RALB/RABEP2/LRSAM1/KCTD17/LRFN1/DYNLL1/EPHB2/TBC1D7/LIMK2",13
"GO:0071331","GO:0071331","cellular response to hexose stimulus","10/456","148/18888",0.0675675675675676,2.79871977240398,3.45531188283953,0.00321535412737568,0.1825114364257,0.174115378035176,"UCP2/SLC39A14/ADCY5/ABCC8/RPTOR/NDUFAF2/DYNLL1/PCK2/NEUROD1/EFNA5",10
"GO:0007611","GO:0007611","learning or memory","15/456","278/18888",0.0539568345323741,2.23494888299886,3.26269046435433,0.00324526746532346,0.1825114364257,0.174115378035176,"DDHD2/RIC8A/KRAS/MEF2C/CDK5/ELAVL4/EN1/ABCC8/PRNP/EPHB2/BRSK1/DLG4/BRAF/CRTC1/PICALM",15
"GO:0045649","GO:0045649","regulation of macrophage differentiation","4/456","26/18888",0.153846153846154,6.37246963562753,4.31165947503032,0.00328845140223885,0.1825114364257,0.174115378035176,"ROR2/QKI/TRIB1/ID2",4
"GO:0071280","GO:0071280","cellular response to copper ion","4/456","26/18888",0.153846153846154,6.37246963562753,4.31165947503032,0.00328845140223885,0.1825114364257,0.174115378035176,"DAXX/MT1X/PRNP/SNCA",4
"GO:1903421","GO:1903421","regulation of synaptic vesicle recycling","4/456","26/18888",0.153846153846154,6.37246963562753,4.31165947503032,0.00328845140223885,0.1825114364257,0.174115378035176,"SNX9/CDK5/GRIPAP1/SNCA",4
"GO:0031115","GO:0031115","negative regulation of microtubule polymerization","3/456","13/18888",0.230769230769231,9.5587044534413,4.85527581838608,0.00333805383313039,0.1825114364257,0.174115378035176,"ARHGEF7/TUBB4A/SNCA",3
"GO:0097061","GO:0097061","dendritic spine organization","7/456","81/18888",0.0864197530864197,3.57959714100065,3.65942048360927,0.0034148333325131,0.1825114364257,0.174115378035176,"DBN1/CDK5/PRNP/EPHB2/DLG4/CDC42/ZMYND8",7
"GO:1903829","GO:1903829","positive regulation of protein localization","22/456","483/18888",0.0455486542443064,1.88667320475101,3.10489501014103,0.00349290132678582,0.1825114364257,0.174115378035176,"MARK4/PRKG2/CDK5/TCF7L2/VRK1/ABCC8/PRNP/PDCD5/NGFR/DYNLL1/EPHB2/CEP250/PCK2/ORMDL3/CDC42/YWHAE/TRIM28/SIRT3/WLS/SNCA/CCT7/LIMK2",22
"GO:0099175","GO:0099175","regulation of postsynapse organization","8/456","103/18888",0.0776699029126214,3.21716913643332,3.54886531696226,0.00349411474459837,0.1825114364257,0.174115378035176,"DBN1/CDK5/ROR2/PRNP/LRFN1/EPHB2/CDC42/ZMYND8",8
"GO:0030073","GO:0030073","insulin secretion","12/456","200/18888",0.06,2.48526315789474,3.32135023512272,0.00349935209595607,0.1825114364257,0.174115378035176,"RIMS2/UCP2/TCF7L2/ADCY5/ABCC8/NDUFAF2/DYNLL1/PCK2/NEUROD1/SIRT3/ACVR2B/EFNA5",12
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","10/456","150/18888",0.0666666666666667,2.76140350877193,3.40659535554218,0.00353989435888636,0.1825114364257,0.174115378035176,"UCP2/SLC39A14/ADCY5/ABCC8/RPTOR/NDUFAF2/DYNLL1/PCK2/NEUROD1/EFNA5",10
"GO:0036465","GO:0036465","synaptic vesicle recycling","7/456","82/18888",0.0853658536585366,3.53594351732991,3.61972825033496,0.00365783462378004,0.186174403287266,0.17760983773766,"SNX9/CDK5/SNCG/AP3B2/GRIPAP1/PICALM/SNCA",7
"GO:2000736","GO:2000736","regulation of stem cell differentiation","7/456","83/18888",0.0843373493975904,3.49334178820545,3.58065001586149,0.00391376045212048,0.19667884803694,0.187631047391465,"CDK12/SLC4A11/MTA2/FZD1/ITCH/SMYD5/HDAC2",7
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","14/456","257/18888",0.0544747081712062,2.25639975424944,3.18973058104732,0.00402927059620707,0.199952553336776,0.190754152699382,"XRCC5/RALB/SNX9/NRG1/DAXX/MAP3K13/PRNP/TAOK2/MMD/ETAA1/DLG4/MALT1/MAP2K3/SNCA",14
"GO:0006898","GO:0006898","receptor-mediated endocytosis","14/456","259/18888",0.0540540540540541,2.23897581792319,3.15787998966096,0.00431356626732333,0.211418001003378,0.201692156333065,"BMP2K/RAMP2/RALB/SNX9/ARRB1/DGKD/RAB21/ITGAV/ITCH/DLG4/SYNE1/PICALM/MICALL1/SNCA",14
"GO:0030225","GO:0030225","macrophage differentiation","6/456","65/18888",0.0923076923076923,3.82348178137652,3.58653379636654,0.00475741277118875,0.227528556771772,0.217061579547882,"UCP2/ROR2/QKI/CDC42/TRIB1/ID2",6
"GO:0051347","GO:0051347","positive regulation of transferase activity","18/456","376/18888",0.0478723404255319,1.98292273236282,3.0280588510611,0.00476219015093644,0.227528556771772,0.217061579547882,"XRCC5/RALB/SNX9/NRG1/DAXX/MAP3K13/DDR1/ROR2/PRNP/RFC2/TAOK2/MMD/ETAA1/DLG4/MALT1/MAP2K3/SNCA/PCNA",18
"GO:0031146","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","5/456","46/18888",0.108695652173913,4.50228832951945,3.74063207660794,0.00487151821803542,0.227528556771772,0.217061579547882,"FBXO9/FBXO48/FBXL4/FBXO2/FBXL17",5
"GO:0099601","GO:0099601","regulation of neurotransmitter receptor activity","5/456","46/18888",0.108695652173913,4.50228832951945,3.74063207660794,0.00487151821803542,0.227528556771772,0.217061579547882,"DAPK1/MEF2C/DLGAP4/EPHB2/DLG4",5
"GO:0030902","GO:0030902","hindbrain development","10/456","158/18888",0.0632911392405063,2.6215856095936,3.21941688185589,0.00510659015046319,0.232933588979958,0.222217964510112,"PLXNA2/CDK5/EN1/TTC21B/EPHB2/HSPA5/NCOA1/UQCRQ/NEUROD1/WLS",10
"GO:0035773","GO:0035773","insulin secretion involved in cellular response to glucose stimulus","6/456","66/18888",0.0909090909090909,3.76555023923445,3.53995968572911,0.00512905117658223,0.232933588979958,0.222217964510112,"UCP2/ADCY5/ABCC8/NDUFAF2/DYNLL1/EFNA5",6
